,id
503,17901236180315095
504,17927442247946473
505,17928339901841230
506,17845288157700842
507,17929099327931890
508,17938741597760934
509,17929676191919063
510,17945860414636886
511,17929250536904092
512,17937542893802560
513,17951478115600923
514,17891957771445418
515,17927848627858392
516,17903868500268358
517,17889589328480548
518,17974426324436020
519,17922925526047717
520,17997926218391877
521,17889583085477137
522,17947663111618129
523,17972125207464936
524,17906863352180518
525,17942373892622349
526,17911189967229342
527,17849517950680498
528,18266441944006531
529,17920807346049649
530,17845586177691175
531,17916492836022357
532,17924894824964922
533,17856480779637192
534,17930170885781071
535,17923922056985797
536,17894250575353764
537,17929531123785421
538,17928662551815121
539,17916056051111225
540,17901121052272285
541,17894047706355550
542,18015735391352339
543,17920575637901773
544,18016023973350454
545,17909860109280648
546,17905391153334792
547,17890812698399554
548,18026441236325126
549,17934825838702549
550,17868708155620438
551,18143197621210171
552,18102151609274027
553,17924205055863932
554,17909232818195696
555,17928061933790094
556,17948722687598617
557,17912569838151161
558,18172782469161879
559,17981846245426378
560,18100055284284619
561,17869817498562375
562,18112202713262565
563,17901871838217885
564,17908815107195284
565,18068855065293854
566,17888630051424291
567,17918842130020691
568,17961913321497062
569,17942142157649145
570,17927442271811014
571,17887922876439275
572,17905822298148175
573,17856262160627987
574,17859526064639680
575,18263596915003292
576,18261356374050728
577,18206223991105526
578,17898694544499643
579,17920443121972671
580,17913904124104368
581,18005315356362887
582,17953230280544278
583,18095520802286967
584,17927672803763990
585,17975276548414443
586,17900582708204490
587,17957249788480617
588,17889884675344379
589,17907296735185047
590,17965564687474094
591,17985660469406512
592,17864306681616495
593,17912918641992898
594,17876966810554433
595,17906415335189142
596,17912064695112917
597,17934274003694315
598,17922094732926652
599,18186932674133650
600,17939191579631132
601,18137038138231640
602,17894610662501065
603,17897948507477386
604,18136189747227381
605,17998007518373261
606,17907366971184114
607,17906232338298591
608,17891624723335355
609,18197460217117603
610,18101011213301799
611,18001555615344657
612,17990320951387133
613,17912384456092449
614,17858588687629674
615,17937337726721633
616,17902895708254960
617,18006604555330240
618,17911954202094413
619,17923109176791327
620,17928997471708757
621,17907720023151326
622,18196631668119225
623,17911439642099785
624,18179532328179835
625,17943941713578452
626,17916546814972940
627,17892666134305254
628,17892931646299298
629,17925550801839250
630,18235661320079134
631,17963023015475422
632,17915785147977737
633,17988979585389420
634,17918161270940815
635,17853973268635553
636,17921169892806213
637,17883625646404841
638,17882176193452455
639,17915769520956478
640,18243598564071510
641,17960205517450281
642,18203522413128901
643,17917839148856291
644,17920996738806076
645,17901381272206973
646,18103389952261337
647,17893108700282924
648,17874824741537170
649,17951388361525872
650,17937997714617204
651,17918907301927874
652,17890533368461239
653,17856249899631329
654,17870991473576309
655,17842855661654889
656,17906998235032947
657,18006367777348876
658,17899344182148815
659,18184079971125936
660,17900176517243163
661,17941958158540535
662,17912211172907941
663,17900551283219424
664,17982967456401436
665,17891774027354746
666,17899539782243306
667,17882558570395467
668,17925353224805833
669,17960155231475228
670,17902020848087696
671,17899862765123687
672,17899956218220278
673,18101279509261241
674,18192265279118591
675,17890729982372387
676,17987662714377810
677,17915749933864650
678,17882521307402784
679,17893474664241584
680,17900783546103571
681,17926795168683549
682,17929009813694076
683,18091766767277508
684,17924294461729116
685,17931747043657425
686,17941718461568613
687,17898984878227795
688,17863875134538997
689,17908900556028550
690,18106010554255823
691,17891701343255054
692,17910508196006217
693,18200760259102068
694,17886198329501303
695,17949168439512376
696,17851002857631495
697,17958303301470848
698,17873070062531331
699,17902735877155192
700,17921561566833543
701,17926880221669571
702,17903636174052673
703,17890095392366178
704,17913702703944202
705,18174630700146934
706,18003959848353761
707,18140724337202377
708,17894708234187605
709,17895302540325604
710,18167249779194653
711,17881407011510492
712,17890447910272414
713,17911957402978933
714,17919286849870616
715,17955375904482783
716,17924646844762859
717,18197253205129943
718,17878689899453449
719,17877221600480119
720,17947763545525631
721,18010396477326465
722,17910036877930768
723,17867571815577627
724,17945088397545372
725,18244268581026275
726,18195579673111720
727,17924179342721976
728,18130372204213985
729,17897573657305088
730,17893073237337246
731,17933847736623062
732,17993065801370821
733,17919246433763273
734,17930990494629872
735,17954505937487669
736,17976809896406792
737,18125590651232887
738,17997890674339019
739,17909021237052026
740,17902197464128341
741,18005181190344092
742,17919929332831891
743,17943757810540091
744,18173469013146149
745,18142380943171101
746,17884009643455730
747,17917719367873483
748,17884667222503443
749,18196655851106692
750,17910511606976786
751,17885274026320525
752,18124538266234520
753,17975733130408586
754,17955959293468714
755,17927911267666525
756,18005585665337861
757,17983293832383392
758,17916380515811056
759,18245786728015305
760,17889016472268381
761,17857902182606881
762,17884469348395815
763,17901832505040557
764,17950440715498591
765,17927883418678868
766,17879127458403117
767,18086283049282317
768,17927942965666895
769,17930339611649113
770,18185689444142159
771,17918081329876440
772,17938139080541094
773,17926599346648284
774,17993938777367360
775,17908205791926000
776,17888335343351758
777,17898974126175921
778,17900548541129720
779,18160787779194631
780,17867130851545679
781,17888375597269254
782,17924923120734275
783,17949218362470722
784,18124996288231955
785,18141163474169522
786,17982579025381057
787,18158239222164864
788,17955025339469249
789,17882519291335071
790,17876026349446486
791,17905558709066535
792,18234377140065866
793,18053942503294819
794,17882004542431110
795,18055483417289593
796,17893861139147036
797,17898464153173918
798,17924120002691790
799,17915594389870551
800,17896147763107034
801,17961616642445390
802,17923819510695365
803,17883516188319982
804,18097146418270507
805,17893665059275574
