end_time,value
2022-06-08T07:00:00+0000,0.0
2022-06-09T07:00:00+0000,0.0
2022-06-06T07:00:00+0000,0.0
2022-06-07T07:00:00+0000,0.0
2022-06-04T07:00:00+0000,0.0
2022-06-05T07:00:00+0000,0.0
2022-06-02T07:00:00+0000,0.0
2022-06-03T07:00:00+0000,0.0
2022-05-31T07:00:00+0000,0.0
2022-06-01T07:00:00+0000,0.0
2022-05-29T07:00:00+0000,0.0
2022-05-30T07:00:00+0000,0.0
2022-05-27T07:00:00+0000,0.0
2022-05-28T07:00:00+0000,0.0
2022-05-25T07:00:00+0000,0.0
2022-05-26T07:00:00+0000,0.0
2022-05-23T07:00:00+0000,0.0
2022-05-24T07:00:00+0000,0.0
2022-05-21T07:00:00+0000,0.0
2022-05-22T07:00:00+0000,0.0
2022-05-19T07:00:00+0000,0.0
2022-05-20T07:00:00+0000,0.0
2022-05-17T07:00:00+0000,0.0
2022-05-18T07:00:00+0000,0.0
2022-05-15T07:00:00+0000,0.0
2022-05-16T07:00:00+0000,0.0
2022-05-13T07:00:00+0000,0.0
2022-05-14T07:00:00+0000,0.0
2022-05-11T07:00:00+0000,0.0
2022-05-12T07:00:00+0000,0.0
2022-05-09T07:00:00+0000,0.0
2022-05-10T07:00:00+0000,0.0
2022-05-07T07:00:00+0000,0.0
2022-05-08T07:00:00+0000,0.0
2022-05-05T07:00:00+0000,0.0
2022-05-06T07:00:00+0000,0.0
2022-05-03T07:00:00+0000,0.0
2022-05-04T07:00:00+0000,0.0
2022-05-01T07:00:00+0000,0.0
2022-05-02T07:00:00+0000,0.0
2022-04-29T07:00:00+0000,0.0
2022-04-30T07:00:00+0000,0.0
2022-04-27T07:00:00+0000,0.0
2022-04-28T07:00:00+0000,0.0
2022-04-25T07:00:00+0000,0.0
2022-04-26T07:00:00+0000,0.0
2022-04-23T07:00:00+0000,0.0
2022-04-24T07:00:00+0000,0.0
2022-04-21T07:00:00+0000,0.0
2022-04-22T07:00:00+0000,0.0
2022-04-19T07:00:00+0000,0.0
2022-04-20T07:00:00+0000,0.0
2022-04-17T07:00:00+0000,0.0
2022-04-18T07:00:00+0000,0.0
2022-04-15T07:00:00+0000,0.0
2022-04-16T07:00:00+0000,0.0
2022-04-13T07:00:00+0000,0.0
2022-04-14T07:00:00+0000,0.0
2022-04-11T07:00:00+0000,0.0
2022-04-12T07:00:00+0000,0.0
2022-04-09T07:00:00+0000,0.0
2022-04-10T07:00:00+0000,0.0
2022-04-07T07:00:00+0000,0.0
2022-04-08T07:00:00+0000,0.0
2022-04-05T07:00:00+0000,0.0
2022-04-06T07:00:00+0000,0.0
2022-04-03T07:00:00+0000,0.0
2022-04-04T07:00:00+0000,0.0
2022-04-01T07:00:00+0000,0.0
2022-04-02T07:00:00+0000,0.0
2022-03-30T07:00:00+0000,0.0
2022-03-31T07:00:00+0000,0.0
2022-03-28T07:00:00+0000,0.0
2022-03-29T07:00:00+0000,0.0
2022-03-26T07:00:00+0000,0.0
2022-03-27T07:00:00+0000,0.0
2022-03-24T07:00:00+0000,0.0
2022-03-25T07:00:00+0000,0.0
2022-03-22T07:00:00+0000,0.0
2022-03-23T07:00:00+0000,0.0
2022-03-20T07:00:00+0000,0.0
2022-03-21T07:00:00+0000,0.0
2022-03-18T07:00:00+0000,0.0
2022-03-19T07:00:00+0000,0.0
2022-03-16T07:00:00+0000,0.0
2022-03-17T07:00:00+0000,0.0
2022-03-14T07:00:00+0000,0.0
2022-03-15T07:00:00+0000,0.0
2022-03-12T08:00:00+0000,0.0
2022-03-13T08:00:00+0000,0.0
2022-03-10T08:00:00+0000,0.0
2022-03-11T08:00:00+0000,0.0
2022-03-08T08:00:00+0000,0.0
2022-03-09T08:00:00+0000,0.0
2022-03-06T08:00:00+0000,0.0
2022-03-07T08:00:00+0000,0.0
2022-03-04T08:00:00+0000,0.0
2022-03-05T08:00:00+0000,0.0
2022-03-02T08:00:00+0000,0.0
2022-03-03T08:00:00+0000,0.0
2022-02-28T08:00:00+0000,0.0
2022-03-01T08:00:00+0000,0.0
2022-02-26T08:00:00+0000,0.0
2022-02-27T08:00:00+0000,0.0
2022-02-24T08:00:00+0000,0.0
2022-02-25T08:00:00+0000,0.0
2022-02-22T08:00:00+0000,0.0
2022-02-23T08:00:00+0000,0.0
2022-02-20T08:00:00+0000,0.0
2022-02-21T08:00:00+0000,0.0
2022-02-18T08:00:00+0000,0.0
2022-02-19T08:00:00+0000,0.0
2022-02-16T08:00:00+0000,0.0
2022-02-17T08:00:00+0000,0.0
2022-02-14T08:00:00+0000,0.0
2022-02-15T08:00:00+0000,0.0
2022-02-12T08:00:00+0000,0.0
2022-02-13T08:00:00+0000,0.0
2022-02-10T08:00:00+0000,0.0
2022-02-11T08:00:00+0000,0.0
2022-02-08T08:00:00+0000,0.0
2022-02-09T08:00:00+0000,0.0
2022-02-06T08:00:00+0000,0.0
2022-02-07T08:00:00+0000,0.0
2022-02-04T08:00:00+0000,0.0
2022-02-05T08:00:00+0000,0.0
2022-02-02T08:00:00+0000,0.0
2022-02-03T08:00:00+0000,0.0
2022-01-31T08:00:00+0000,0.0
2022-02-01T08:00:00+0000,0.0
2022-01-29T08:00:00+0000,0.0
2022-01-30T08:00:00+0000,0.0
2022-01-27T08:00:00+0000,0.0
2022-01-28T08:00:00+0000,0.0
2022-01-25T08:00:00+0000,0.0
2022-01-26T08:00:00+0000,0.0
2022-01-23T08:00:00+0000,0.0
2022-01-24T08:00:00+0000,0.0
2022-01-21T08:00:00+0000,0.0
2022-01-22T08:00:00+0000,0.0
2022-01-19T08:00:00+0000,0.0
2022-01-20T08:00:00+0000,0.0
2022-01-17T08:00:00+0000,0.0
2022-01-18T08:00:00+0000,0.0
2022-01-15T08:00:00+0000,0.0
2022-01-16T08:00:00+0000,0.0
2022-01-13T08:00:00+0000,0.0
2022-01-14T08:00:00+0000,0.0
2022-01-11T08:00:00+0000,0.0
2022-01-12T08:00:00+0000,0.0
2022-01-09T08:00:00+0000,0.0
2022-01-10T08:00:00+0000,0.0
2022-01-07T08:00:00+0000,0.0
2022-01-08T08:00:00+0000,0.0
2022-01-05T08:00:00+0000,0.0
2022-01-06T08:00:00+0000,0.0
2022-01-03T08:00:00+0000,0.0
2022-01-04T08:00:00+0000,0.0
2022-01-01T08:00:00+0000,0.0
2022-01-02T08:00:00+0000,0.0
2021-12-30T08:00:00+0000,0.0
2021-12-31T08:00:00+0000,0.0
2021-12-28T08:00:00+0000,0.0
2021-12-29T08:00:00+0000,0.0
2021-12-26T08:00:00+0000,0.0
2021-12-27T08:00:00+0000,0.0
2021-12-24T08:00:00+0000,0.0
2021-12-25T08:00:00+0000,0.0
2021-12-22T08:00:00+0000,0.0
2021-12-23T08:00:00+0000,0.0
2021-12-20T08:00:00+0000,0.0
2021-12-21T08:00:00+0000,0.0
2021-12-18T08:00:00+0000,0.0
2021-12-19T08:00:00+0000,0.0
2021-12-16T08:00:00+0000,0.0
2021-12-17T08:00:00+0000,0.0
2021-12-14T08:00:00+0000,0.0
2021-12-15T08:00:00+0000,0.0
2021-12-12T08:00:00+0000,0.0
2021-12-13T08:00:00+0000,0.0
2021-12-10T08:00:00+0000,0.0
2021-12-11T08:00:00+0000,0.0
2021-12-08T08:00:00+0000,0.0
2021-12-09T08:00:00+0000,0.0
2021-12-06T08:00:00+0000,0.0
2021-12-07T08:00:00+0000,0.0
2021-12-04T08:00:00+0000,0.0
2021-12-05T08:00:00+0000,0.0
2021-12-02T08:00:00+0000,0.0
2021-12-03T08:00:00+0000,0.0
2021-11-30T08:00:00+0000,0.0
2021-12-01T08:00:00+0000,0.0
2021-11-28T08:00:00+0000,0.0
2021-11-29T08:00:00+0000,0.0
2021-11-26T08:00:00+0000,0.0
2021-11-27T08:00:00+0000,0.0
2021-11-24T08:00:00+0000,0.0
2021-11-25T08:00:00+0000,0.0
2021-11-22T08:00:00+0000,0.0
2021-11-23T08:00:00+0000,0.0
2021-11-20T08:00:00+0000,0.0
2021-11-21T08:00:00+0000,0.0
2021-11-18T08:00:00+0000,0.0
2021-11-19T08:00:00+0000,0.0
2021-11-16T08:00:00+0000,0.0
2021-11-17T08:00:00+0000,0.0
2021-11-14T08:00:00+0000,0.0
2021-11-15T08:00:00+0000,0.0
2021-11-12T08:00:00+0000,0.0
2021-11-13T08:00:00+0000,0.0
2021-11-10T08:00:00+0000,0.0
2021-11-11T08:00:00+0000,0.0
2021-11-08T08:00:00+0000,0.0
2021-11-09T08:00:00+0000,0.0
2021-11-06T07:00:00+0000,0.0
2021-11-07T07:00:00+0000,0.0
2021-11-04T07:00:00+0000,0.0
2021-11-05T07:00:00+0000,0.0
2021-11-02T07:00:00+0000,0.0
2021-11-03T07:00:00+0000,0.0
2021-10-31T07:00:00+0000,0.0
2021-11-01T07:00:00+0000,0.0
2021-10-29T07:00:00+0000,0.0
2021-10-30T07:00:00+0000,0.0
2021-10-27T07:00:00+0000,0.0
2021-10-28T07:00:00+0000,0.0
2021-10-25T07:00:00+0000,0.0
2021-10-26T07:00:00+0000,0.0
2021-10-23T07:00:00+0000,0.0
2021-10-24T07:00:00+0000,0.0
2021-10-21T07:00:00+0000,0.0
2021-10-22T07:00:00+0000,0.0
2021-10-19T07:00:00+0000,0.0
2021-10-20T07:00:00+0000,0.0
2021-10-17T07:00:00+0000,0.0
2021-10-18T07:00:00+0000,0.0
2021-10-15T07:00:00+0000,0.0
2021-10-16T07:00:00+0000,0.0
2021-10-13T07:00:00+0000,0.0
2021-10-14T07:00:00+0000,0.0
2021-10-11T07:00:00+0000,0.0
2021-10-12T07:00:00+0000,0.0
2021-10-09T07:00:00+0000,0.0
2021-10-10T07:00:00+0000,0.0
2021-10-07T07:00:00+0000,0.0
2021-10-08T07:00:00+0000,0.0
2021-10-05T07:00:00+0000,0.0
2021-10-06T07:00:00+0000,0.0
2021-10-03T07:00:00+0000,0.0
2021-10-04T07:00:00+0000,0.0
2021-10-01T07:00:00+0000,0.0
2021-10-02T07:00:00+0000,0.0
2021-09-29T07:00:00+0000,0.0
2021-09-30T07:00:00+0000,0.0
2021-09-27T07:00:00+0000,0.0
2021-09-28T07:00:00+0000,0.0
2021-09-25T07:00:00+0000,0.0
2021-09-26T07:00:00+0000,0.0
2021-09-23T07:00:00+0000,0.0
2021-09-24T07:00:00+0000,0.0
2021-09-21T07:00:00+0000,0.0
2021-09-22T07:00:00+0000,0.0
2021-09-19T07:00:00+0000,0.0
2021-09-20T07:00:00+0000,0.0
2021-09-17T07:00:00+0000,0.0
2021-09-18T07:00:00+0000,0.0
2021-09-15T07:00:00+0000,0.0
2021-09-16T07:00:00+0000,0.0
2021-09-13T07:00:00+0000,0.0
2021-09-14T07:00:00+0000,0.0
2021-09-11T07:00:00+0000,0.0
2021-09-12T07:00:00+0000,0.0
2021-09-09T07:00:00+0000,0.0
2021-09-10T07:00:00+0000,0.0
2021-09-07T07:00:00+0000,0.0
2021-09-08T07:00:00+0000,0.0
2021-09-05T07:00:00+0000,0.0
2021-09-06T07:00:00+0000,0.0
2021-09-03T07:00:00+0000,0.0
2021-09-04T07:00:00+0000,0.0
2021-09-01T07:00:00+0000,0.0
2021-09-02T07:00:00+0000,0.0
2021-08-30T07:00:00+0000,0.0
2021-08-31T07:00:00+0000,0.0
2021-08-28T07:00:00+0000,0.0
2021-08-29T07:00:00+0000,0.0
2021-08-26T07:00:00+0000,0.0
2021-08-27T07:00:00+0000,0.0
2021-08-24T07:00:00+0000,0.0
2021-08-25T07:00:00+0000,0.0
2021-08-22T07:00:00+0000,0.0
2021-08-23T07:00:00+0000,0.0
2021-08-20T07:00:00+0000,0.0
2021-08-21T07:00:00+0000,0.0
2021-08-18T07:00:00+0000,0.0
2021-08-19T07:00:00+0000,0.0
2021-08-16T07:00:00+0000,0.0
2021-08-17T07:00:00+0000,0.0
2021-08-14T07:00:00+0000,0.0
2021-08-15T07:00:00+0000,0.0
2021-08-12T07:00:00+0000,0.0
2021-08-13T07:00:00+0000,0.0
2021-08-10T07:00:00+0000,0.0
2021-08-11T07:00:00+0000,0.0
2021-08-08T07:00:00+0000,0.0
2021-08-09T07:00:00+0000,0.0
2021-08-06T07:00:00+0000,0.0
2021-08-07T07:00:00+0000,0.0
2021-08-04T07:00:00+0000,0.0
2021-08-05T07:00:00+0000,0.0
2021-08-02T07:00:00+0000,0.0
2021-08-03T07:00:00+0000,0.0
2021-07-31T07:00:00+0000,0.0
2021-08-01T07:00:00+0000,0.0
2021-07-29T07:00:00+0000,0.0
2021-07-30T07:00:00+0000,0.0
2021-07-27T07:00:00+0000,0.0
